customer_id,activation_date,subscription_type,status,region,rate_plan_id
212774863153,2024-03-08,postpaid,active,Fès-Meknès,Premium
212721405157,2024-03-12,postpaid,active,Dakhla-Oued Ed-Dahab,Infinity
212610117630,2024-04-10,postpaid,active,Guelmim-Oued Noun,Premium
212747409413,2023-12-22,postpaid,active,Marrakech-Safi,Infinity
212707340851,2024-04-30,postpaid,active,Oriental,Starter
212607421804,2024-06-19,postpaid,active,Casablanca-Settat,Starter
212700351536,2025-03-11,postpaid,active,Guelmim-Oued Noun,Premium
212653561297,2023-11-12,postpaid,active,Laâyoune-Sakia El Hamra,Premium
212681595599,2024-01-28,postpaid,active,Oriental,Infinity
212768695725,2025-03-28,postpaid,active,Laâyoune-Sakia El Hamra,Infinity
212649670557,2023-07-13,postpaid,active,Béni Mellal-Khénifra,Starter
212725319855,2024-09-22,postpaid,active,Casablanca-Settat,Starter
212730998803,2023-11-21,postpaid,active,Oriental,Starter
212718399000,2025-01-16,postpaid,active,Souss-Massa,Starter
212609100138,2024-04-20,postpaid,active,Oriental,Infinity
212707561195,2024-10-18,postpaid,active,Casablanca-Settat,Infinity
212794641348,2025-06-06,postpaid,active,Guelmim-Oued Noun,Infinity
212681570066,2024-10-11,postpaid,active,Rabat-Salé-Kénitra,Starter
212611143590,2023-12-16,postpaid,active,Guelmim-Oued Noun,Starter
212693957463,2024-09-18,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212622407277,2024-08-18,postpaid,active,Souss-Massa,Starter
212675537796,2024-07-11,postpaid,active,Drâa-Tafilalet,Premium
212617087377,2023-06-12,postpaid,active,Fès-Meknès,Premium
212788210191,2025-02-16,postpaid,active,Drâa-Tafilalet,Infinity
212766368323,2024-12-30,postpaid,active,Souss-Massa,Premium
212665172724,2023-12-23,postpaid,active,Oriental,Starter
212695486762,2025-01-31,postpaid,active,Fès-Meknès,Infinity
212723800711,2023-07-01,postpaid,active,Fès-Meknès,Starter
212744270542,2024-02-28,postpaid,active,Guelmim-Oued Noun,Premium
212638540820,2024-10-20,postpaid,active,Rabat-Salé-Kénitra,Premium
212649478135,2024-02-08,postpaid,active,Fès-Meknès,Starter
212764479786,2024-03-12,postpaid,active,Béni Mellal-Khénifra,Starter
212652655727,2023-08-26,postpaid,active,Casablanca-Settat,Starter
212629982938,2023-08-05,postpaid,active,Oriental,Infinity
212635625243,2025-05-20,postpaid,active,Drâa-Tafilalet,Premium
212788276347,2025-03-02,postpaid,active,Drâa-Tafilalet,Premium
212764865779,2025-01-28,postpaid,active,Fès-Meknès,Premium
212682840333,2025-04-30,postpaid,active,Béni Mellal-Khénifra,Infinity
212600974794,2024-03-18,postpaid,active,Oriental,Starter
212773204381,2025-05-30,postpaid,active,Laâyoune-Sakia El Hamra,Premium
212668155083,2024-11-02,postpaid,active,Laâyoune-Sakia El Hamra,Starter
212780954969,2023-07-09,postpaid,active,Fès-Meknès,Infinity
212610602091,2023-10-17,postpaid,active,Oriental,Premium
212655647631,2023-07-21,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212776668694,2023-09-25,postpaid,active,Souss-Massa,Premium
212717852413,2023-07-14,postpaid,active,Marrakech-Safi,Starter
212793003606,2024-01-14,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212648226599,2023-08-24,postpaid,active,Casablanca-Settat,Starter
212604521547,2024-10-29,postpaid,active,Souss-Massa,Starter
212612106753,2024-09-15,postpaid,active,Souss-Massa,Starter
212732311809,2025-03-24,postpaid,active,Oriental,Premium
212723280957,2024-10-23,postpaid,active,Oriental,Infinity
212788746720,2023-08-08,postpaid,active,Marrakech-Safi,Infinity
212705630720,2024-12-22,postpaid,active,Casablanca-Settat,Infinity
212714490810,2025-04-09,postpaid,active,Drâa-Tafilalet,Starter
212702690934,2023-07-31,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212757822845,2025-05-24,postpaid,active,Rabat-Salé-Kénitra,Infinity
212785452888,2025-01-13,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212705973017,2023-12-19,postpaid,active,Casablanca-Settat,Starter
212731026316,2024-11-13,postpaid,active,Souss-Massa,Premium
212777358856,2023-08-31,postpaid,active,Marrakech-Safi,Starter
212664359671,2024-12-04,postpaid,active,Drâa-Tafilalet,Premium
212706508604,2025-04-11,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212793241222,2024-06-03,postpaid,active,Guelmim-Oued Noun,Starter
212753176988,2025-02-06,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212761143997,2023-08-09,postpaid,active,Guelmim-Oued Noun,Premium
212638038884,2024-02-01,postpaid,active,Marrakech-Safi,Premium
212725511768,2024-11-08,postpaid,active,Marrakech-Safi,Infinity
212684033481,2025-03-18,postpaid,active,Fès-Meknès,Premium
212605074447,2023-08-10,postpaid,active,Fès-Meknès,Starter
212641334969,2023-08-20,postpaid,active,Béni Mellal-Khénifra,Starter
212740737297,2024-07-07,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212685501121,2023-11-21,postpaid,active,Rabat-Salé-Kénitra,Premium
212714862658,2024-01-31,postpaid,active,Fès-Meknès,Infinity
212676527895,2025-02-14,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212676168160,2025-06-05,postpaid,active,Rabat-Salé-Kénitra,Starter
212739420213,2025-01-18,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212626005011,2024-10-29,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212708904586,2023-12-21,postpaid,active,Fès-Meknès,Starter
212750452186,2024-05-17,postpaid,active,Drâa-Tafilalet,Starter
212712985293,2023-07-28,postpaid,active,Marrakech-Safi,Premium
212609861090,2025-02-02,postpaid,active,Marrakech-Safi,Premium
212608427348,2024-02-06,postpaid,active,Souss-Massa,Starter
212633597365,2023-09-25,postpaid,active,Souss-Massa,Infinity
212607004732,2024-05-14,postpaid,active,Souss-Massa,Starter
212746516272,2024-10-19,postpaid,active,Souss-Massa,Premium
212667973768,2025-05-31,postpaid,active,Béni Mellal-Khénifra,Starter
212637787143,2023-09-19,postpaid,active,Oriental,Infinity
212789258004,2024-06-07,postpaid,active,Béni Mellal-Khénifra,Infinity
212775879747,2025-03-27,postpaid,active,Oriental,Premium
212634979233,2024-08-28,postpaid,active,Fès-Meknès,Infinity
212669205124,2024-09-18,postpaid,active,Oriental,Premium
212742945981,2024-08-24,postpaid,active,Guelmim-Oued Noun,Infinity
212781659680,2024-09-22,postpaid,active,Guelmim-Oued Noun,Starter
212685950397,2023-09-07,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212618007262,2023-08-28,postpaid,active,Guelmim-Oued Noun,Starter
212705757802,2023-07-01,postpaid,active,Rabat-Salé-Kénitra,Starter
212732239259,2025-05-09,postpaid,active,Dakhla-Oued Ed-Dahab,Infinity
212674635715,2023-09-21,postpaid,active,Laâyoune-Sakia El Hamra,Starter
212705290063,2023-12-07,postpaid,active,Oriental,Starter
212731771504,2025-05-06,postpaid,active,Rabat-Salé-Kénitra,Starter
212748694358,2025-06-08,postpaid,active,Rabat-Salé-Kénitra,Starter
212702177731,2025-01-14,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212685159199,2025-02-09,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212789793209,2024-07-24,postpaid,active,Fès-Meknès,Infinity
212622979306,2023-08-18,postpaid,active,Marrakech-Safi,Infinity
212728117700,2024-01-03,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212615689701,2025-06-08,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212776260976,2023-09-28,postpaid,active,Béni Mellal-Khénifra,Premium
212795637118,2023-09-09,postpaid,active,Drâa-Tafilalet,Premium
212749536812,2025-02-22,postpaid,active,Laâyoune-Sakia El Hamra,Starter
212656482396,2023-11-10,postpaid,active,Béni Mellal-Khénifra,Infinity
212615294608,2025-01-08,postpaid,active,Marrakech-Safi,Infinity
212695630455,2023-08-17,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212717379295,2025-04-16,postpaid,active,Béni Mellal-Khénifra,Infinity
212639128283,2024-09-01,postpaid,active,Marrakech-Safi,Infinity
212797945982,2024-04-07,postpaid,active,Fès-Meknès,Starter
212798040243,2024-10-26,postpaid,active,Rabat-Salé-Kénitra,Infinity
212713267541,2023-08-29,postpaid,active,Laâyoune-Sakia El Hamra,Infinity
212639621376,2023-07-24,postpaid,active,Béni Mellal-Khénifra,Infinity
212704274180,2024-03-14,postpaid,active,Fès-Meknès,Premium
212657403660,2024-01-12,postpaid,active,Souss-Massa,Infinity
212624936645,2023-11-21,postpaid,active,Fès-Meknès,Infinity
212600828137,2023-08-15,postpaid,active,Béni Mellal-Khénifra,Premium
212650049080,2024-06-19,postpaid,active,Guelmim-Oued Noun,Starter
212789223249,2024-10-08,postpaid,active,Rabat-Salé-Kénitra,Infinity
212779508396,2024-03-17,postpaid,active,Drâa-Tafilalet,Starter
212625776651,2024-06-14,postpaid,active,Rabat-Salé-Kénitra,Starter
212759675393,2025-05-02,postpaid,active,Guelmim-Oued Noun,Premium
212647875809,2023-12-16,postpaid,active,Rabat-Salé-Kénitra,Premium
212661209311,2023-07-27,postpaid,active,Béni Mellal-Khénifra,Starter
212755469622,2023-12-30,postpaid,active,Oriental,Infinity
212661281706,2024-03-08,postpaid,active,Casablanca-Settat,Premium
212723480592,2024-10-11,postpaid,active,Rabat-Salé-Kénitra,Starter
212683691915,2023-09-11,postpaid,active,Drâa-Tafilalet,Starter
212670422618,2025-04-03,postpaid,active,Béni Mellal-Khénifra,Infinity
212737024873,2023-09-30,postpaid,active,Casablanca-Settat,Premium
212691645675,2024-08-21,postpaid,active,Fès-Meknès,Premium
212652672878,2024-06-12,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212606206916,2023-07-03,postpaid,active,Oriental,Starter
212754604430,2024-11-12,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212764873352,2024-01-20,postpaid,active,Drâa-Tafilalet,Starter
212641418272,2023-10-29,postpaid,active,Dakhla-Oued Ed-Dahab,Infinity
212699595981,2025-02-12,postpaid,active,Guelmim-Oued Noun,Premium
212737881872,2025-01-02,postpaid,active,Casablanca-Settat,Starter
212721923010,2023-11-25,postpaid,active,Béni Mellal-Khénifra,Premium
212614494226,2025-05-06,postpaid,active,Béni Mellal-Khénifra,Starter
212779498249,2024-07-19,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212674762850,2024-02-18,postpaid,active,Casablanca-Settat,Starter
212682265763,2025-04-20,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212651644150,2025-01-11,postpaid,active,Laâyoune-Sakia El Hamra,Starter
212640386522,2023-07-04,postpaid,active,Béni Mellal-Khénifra,Infinity
212748684580,2024-06-09,postpaid,active,Rabat-Salé-Kénitra,Premium
212603805882,2024-08-31,postpaid,active,Rabat-Salé-Kénitra,Premium
212741951193,2023-11-21,postpaid,active,Béni Mellal-Khénifra,Starter
212745768978,2023-08-21,postpaid,active,Guelmim-Oued Noun,Infinity
212752437869,2024-05-17,postpaid,active,Drâa-Tafilalet,Infinity
212720725404,2025-03-15,postpaid,active,Drâa-Tafilalet,Starter
212716677911,2023-09-14,postpaid,active,Béni Mellal-Khénifra,Premium
212744896006,2024-10-27,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212701687812,2023-08-26,postpaid,active,Drâa-Tafilalet,Starter
212752484494,2023-12-09,postpaid,active,Fès-Meknès,Infinity
212689890337,2024-01-03,postpaid,active,Guelmim-Oued Noun,Starter
212717985100,2024-01-03,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212795423230,2024-03-10,postpaid,active,Béni Mellal-Khénifra,Starter
212607327207,2023-08-12,postpaid,active,Guelmim-Oued Noun,Starter
212776868411,2024-11-09,postpaid,active,Béni Mellal-Khénifra,Infinity
212755708764,2024-01-01,postpaid,active,Marrakech-Safi,Starter
212769488306,2025-03-04,postpaid,active,Guelmim-Oued Noun,Premium
212612064199,2024-12-13,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212627868339,2024-01-18,postpaid,active,Marrakech-Safi,Premium
212702409823,2024-08-03,postpaid,active,Fès-Meknès,Premium
212796312065,2023-08-18,postpaid,active,Dakhla-Oued Ed-Dahab,Infinity
212666483478,2024-06-06,postpaid,active,Béni Mellal-Khénifra,Starter
212729493330,2023-06-23,postpaid,active,Marrakech-Safi,Infinity
212649557017,2024-09-21,postpaid,active,Béni Mellal-Khénifra,Premium
212770734691,2023-09-01,postpaid,active,Rabat-Salé-Kénitra,Premium
212759064129,2024-09-09,postpaid,active,Béni Mellal-Khénifra,Starter
212642586295,2024-07-02,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212745345045,2024-04-02,postpaid,active,Béni Mellal-Khénifra,Infinity
212650163301,2025-02-24,postpaid,active,Drâa-Tafilalet,Starter
212758935741,2025-02-22,postpaid,active,Fès-Meknès,Starter
212637377602,2025-05-16,postpaid,active,Souss-Massa,Starter
212748193013,2025-06-04,postpaid,active,Marrakech-Safi,Infinity
212601262991,2023-06-13,postpaid,active,Guelmim-Oued Noun,Premium
212625616624,2023-06-26,postpaid,active,Oriental,Premium
212714719674,2023-06-25,postpaid,active,Oriental,Starter
212723276535,2023-07-30,postpaid,active,Guelmim-Oued Noun,Infinity
212685252320,2024-08-26,postpaid,active,Marrakech-Safi,Starter
212633385701,2024-09-14,postpaid,active,Oriental,Starter
212620516277,2024-03-18,postpaid,active,Souss-Massa,Premium
212663796674,2024-05-07,postpaid,active,Rabat-Salé-Kénitra,Premium
212687254309,2025-03-15,postpaid,active,Oriental,Starter
212650509629,2024-10-16,postpaid,active,Laâyoune-Sakia El Hamra,Premium
212663246140,2025-05-18,postpaid,active,Marrakech-Safi,Infinity
212631601513,2025-05-19,postpaid,active,Casablanca-Settat,Premium
212689106531,2024-06-23,postpaid,active,Drâa-Tafilalet,Starter
212634216774,2025-04-28,postpaid,active,Drâa-Tafilalet,Premium
212775056505,2024-06-06,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212675142616,2023-06-13,postpaid,active,Oriental,Infinity
212763243648,2024-04-02,postpaid,active,Béni Mellal-Khénifra,Premium
212783242912,2024-07-31,postpaid,active,Marrakech-Safi,Infinity
212716177863,2024-02-25,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212612896627,2025-03-22,postpaid,active,Fès-Meknès,Infinity
212747269124,2023-12-03,postpaid,active,Marrakech-Safi,Premium
212739626136,2024-02-11,postpaid,active,Souss-Massa,Premium
212626720195,2024-12-13,postpaid,active,Drâa-Tafilalet,Starter
212714321469,2025-04-12,postpaid,active,Laâyoune-Sakia El Hamra,Infinity
212676430955,2023-06-19,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212606847849,2025-05-19,postpaid,active,Guelmim-Oued Noun,Starter
212681637268,2025-06-03,postpaid,active,Marrakech-Safi,Infinity
212745576313,2024-03-08,postpaid,active,Béni Mellal-Khénifra,Premium
212754841735,2024-11-16,postpaid,active,Oriental,Premium
212608794213,2024-01-09,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212605460436,2023-10-13,postpaid,active,Oriental,Infinity
212641922543,2024-05-18,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212760328766,2023-08-03,postpaid,active,Marrakech-Safi,Infinity
212765350685,2025-03-19,postpaid,active,Casablanca-Settat,Premium
212672399232,2024-07-01,postpaid,active,Fès-Meknès,Premium
212711049039,2025-03-24,postpaid,active,Casablanca-Settat,Premium
212758572141,2024-01-22,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212727665253,2025-03-22,postpaid,active,Fès-Meknès,Premium
212747673857,2023-10-12,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212668174489,2024-07-12,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212650387444,2023-07-02,postpaid,active,Guelmim-Oued Noun,Starter
212772297323,2025-02-22,postpaid,active,Tanger-Tétouan-Al Hoceïma,Premium
212774413767,2024-07-03,postpaid,active,Rabat-Salé-Kénitra,Infinity
212616049741,2024-01-28,postpaid,active,Marrakech-Safi,Infinity
212705001635,2023-06-12,postpaid,active,Rabat-Salé-Kénitra,Infinity
212623147300,2024-02-28,postpaid,active,Fès-Meknès,Premium
212645758760,2025-04-26,postpaid,active,Rabat-Salé-Kénitra,Starter
212623573279,2023-12-20,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212748719513,2024-03-06,postpaid,active,Laâyoune-Sakia El Hamra,Starter
212600019377,2024-08-05,postpaid,active,Drâa-Tafilalet,Starter
212620279798,2025-04-27,postpaid,active,Laâyoune-Sakia El Hamra,Premium
212685943869,2025-06-05,postpaid,active,Marrakech-Safi,Premium
212791321266,2025-04-21,postpaid,active,Rabat-Salé-Kénitra,Starter
212666920753,2025-02-22,postpaid,active,Drâa-Tafilalet,Infinity
212702743742,2025-04-03,postpaid,active,Drâa-Tafilalet,Premium
212686661333,2024-07-27,postpaid,active,Rabat-Salé-Kénitra,Premium
212644551529,2024-03-02,postpaid,active,Béni Mellal-Khénifra,Premium
212694450315,2024-02-02,postpaid,active,Rabat-Salé-Kénitra,Starter
212783621858,2024-01-05,postpaid,active,Marrakech-Safi,Starter
212799995392,2023-12-13,postpaid,active,Guelmim-Oued Noun,Starter
212777686545,2024-10-01,postpaid,active,Guelmim-Oued Noun,Infinity
212783616410,2023-12-28,postpaid,active,Dakhla-Oued Ed-Dahab,Infinity
212717067751,2023-07-09,postpaid,active,Béni Mellal-Khénifra,Infinity
212698478131,2023-10-21,postpaid,active,Laâyoune-Sakia El Hamra,Infinity
212623391605,2024-11-16,postpaid,active,Fès-Meknès,Premium
212782399459,2025-04-18,postpaid,active,Fès-Meknès,Starter
212688488469,2024-11-12,postpaid,active,Rabat-Salé-Kénitra,Infinity
212721167650,2023-10-29,postpaid,active,Marrakech-Safi,Starter
212642112221,2025-02-17,postpaid,active,Rabat-Salé-Kénitra,Starter
212647123359,2025-04-27,postpaid,active,Rabat-Salé-Kénitra,Starter
212610492288,2024-09-18,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212712584223,2024-08-24,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212659142582,2023-09-18,postpaid,active,Casablanca-Settat,Premium
212632420614,2023-08-21,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212622730840,2024-02-02,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212785306876,2025-02-05,postpaid,active,Guelmim-Oued Noun,Starter
212742343015,2025-02-06,postpaid,active,Oriental,Starter
212624578528,2024-07-12,postpaid,active,Béni Mellal-Khénifra,Infinity
212752605630,2023-12-11,postpaid,active,Rabat-Salé-Kénitra,Infinity
212630758835,2025-01-04,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212723190872,2024-05-09,postpaid,active,Oriental,Infinity
212640885300,2023-09-15,postpaid,active,Béni Mellal-Khénifra,Premium
212613251780,2025-01-27,postpaid,active,Oriental,Premium
212763083292,2024-04-21,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212619020008,2025-05-29,postpaid,active,Fès-Meknès,Infinity
212609751902,2024-11-18,postpaid,active,Rabat-Salé-Kénitra,Infinity
212785677528,2024-05-14,postpaid,active,Marrakech-Safi,Infinity
212754280652,2024-03-09,postpaid,active,Oriental,Premium
212633389283,2025-03-04,postpaid,active,Drâa-Tafilalet,Premium
212777904674,2025-02-11,postpaid,active,Oriental,Infinity
212762044823,2023-09-19,postpaid,active,Guelmim-Oued Noun,Premium
212703185390,2023-08-13,postpaid,active,Marrakech-Safi,Infinity
212695572707,2023-11-01,postpaid,active,Rabat-Salé-Kénitra,Infinity
212730086312,2025-06-03,postpaid,active,Laâyoune-Sakia El Hamra,Starter
212708201781,2025-02-12,postpaid,active,Casablanca-Settat,Infinity
212755630026,2023-11-09,postpaid,active,Béni Mellal-Khénifra,Starter
212732259036,2024-09-17,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212769191534,2024-07-16,postpaid,active,Casablanca-Settat,Infinity
212614879368,2024-02-04,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212637773235,2023-12-17,postpaid,active,Guelmim-Oued Noun,Infinity
212700577214,2025-03-28,postpaid,active,Rabat-Salé-Kénitra,Infinity
212708592751,2025-01-31,postpaid,active,Marrakech-Safi,Premium
212722406334,2023-06-24,postpaid,active,Souss-Massa,Infinity
212759481607,2024-05-15,postpaid,active,Tanger-Tétouan-Al Hoceïma,Infinity
212771399154,2025-04-25,postpaid,active,Drâa-Tafilalet,Premium
212613469978,2023-12-05,postpaid,active,Rabat-Salé-Kénitra,Infinity
212773002270,2023-07-30,postpaid,active,Oriental,Premium
212695832743,2024-01-16,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212744593965,2024-04-17,postpaid,active,Drâa-Tafilalet,Starter
212666298232,2023-08-20,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212619409650,2024-09-03,postpaid,active,Guelmim-Oued Noun,Premium
212628241988,2025-02-25,postpaid,active,Guelmim-Oued Noun,Premium
212666594980,2023-06-29,postpaid,active,Dakhla-Oued Ed-Dahab,Premium
212694857669,2023-08-01,postpaid,active,Fès-Meknès,Infinity
212623180033,2024-05-28,postpaid,active,Souss-Massa,Premium
212709538859,2024-01-14,postpaid,active,Dakhla-Oued Ed-Dahab,Starter
212715235449,2023-12-17,postpaid,active,Marrakech-Safi,Premium
212798238089,2025-01-17,postpaid,active,Rabat-Salé-Kénitra,Infinity
212740505072,2025-03-21,postpaid,active,Tanger-Tétouan-Al Hoceïma,Starter
212719904204,2025-03-02,postpaid,active,Rabat-Salé-Kénitra,Premium
212745223849,2025-05-17,postpaid,active,Casablanca-Settat,Starter
212736898522,2024-01-28,postpaid,active,Rabat-Salé-Kénitra,Starter
212611357256,2025-02-23,postpaid,active,Souss-Massa,Infinity
212715284078,2024-04-09,postpaid,active,Rabat-Salé-Kénitra,Starter
212640319574,2024-05-19,postpaid,active,Fès-Meknès,Premium
212700899658,2025-01-18,postpaid,active,Laâyoune-Sakia El Hamra,Infinity
